1,424264069
1,002357576
-2,26827E-16
-0,992641808
-1,396787119
-0,982644253
9,73809E-16
0,972374774
1,367744232
0,961843509
-7,87108E-16
-0,951060849
-1,337250027
-0,940037436
1,78079E-15
0,928784148
1,305424849
0,917312092
-1,57914E-15
-0,905632588
-1,2723943
-0,893757163
1,38418E-15
0,881697537
1,238288734
0,869465611
-1,19647E-15
-0,857073457
-1,203242752
-0,844533303
1,01648E-15
0,831857526
1,167394664
0,819058635
-4,92748E-15
-0,806149261
-1,130885945
-1,3
-1,3
-1,3
-1,3
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,6
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,6
-1,6
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,5
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,4
-1,3
-1,3
-1,3
-1,3
-1,3
-1,2
-1,2
-1,2
-1,2
-1,2
-1,2
-1,1
-1,2
-1,1
-1,1
-1
-1
-1
-1,1
-1
-0,9
-0,9
-0,9
-1
-0,9
-0,9
-0,9
-0,9
-0,8
-0,8
-0,8
-0,8
-0,8
-0,8
-0,8
-0,8
-0,8
-0,8
-0,7
-0,7
-0,7
-0,7
-0,7
-0,6
-0,6
-0,6
-0,6
-0,6
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,4
-0,4
-0,4
-0,4
-0,5
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,4
-0,5
-0,5
-0,5
-0,5
-0,4
-0,4
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,5
-0,6
-0,6
-0,6
-0,6
-0,6
-0,6
-0,6
-0,6
-0,6
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,8
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,8
-0,8
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,7
-0,6
-0,6
0,740394156
1,056464988
0,753663106
-1,63328E-14
-0,766886111
-1,093860679
-0,780050121
3,65227E-14
0,793142144
1,130885945
0,806149261
-2,53411E-14
-0,819058635
-1,167394664
-0,831857526
1,33598E-14
0,844533303
1,203242752
0,857073457
-3,5297E-14
-0,869465611
-1,238288734
-0,881697537
2,27623E-14
0,893757163
1,2723943
0,905632588
-4,61115E-14
-0,917312092
-1,305424849
-0,928784148
3,30255E-14
0,940037436
1,337250027
0,951060849
-1,92219E-14
-0,961843509
-1,367744232
-0,972374774
